section,name,url
Inlined Bytevector Instructions,bv-s16-native-ref,Inlined-Bytevector-Instructions.html#index-bv_002ds16_002dnative_002dref
Inlined Bytevector Instructions,bv-s16-native-set,Inlined-Bytevector-Instructions.html#index-bv_002ds16_002dnative_002dset
Inlined Bytevector Instructions,bv-s16-ref,Inlined-Bytevector-Instructions.html#index-bv_002ds16_002dref
Inlined Bytevector Instructions,bv-s16-set,Inlined-Bytevector-Instructions.html#index-bv_002ds16_002dset
Inlined Bytevector Instructions,bv-s32-native-ref,Inlined-Bytevector-Instructions.html#index-bv_002ds32_002dnative_002dref
Inlined Bytevector Instructions,bv-s32-native-set,Inlined-Bytevector-Instructions.html#index-bv_002ds32_002dnative_002dset
Inlined Bytevector Instructions,bv-s32-ref,Inlined-Bytevector-Instructions.html#index-bv_002ds32_002dref
Inlined Bytevector Instructions,bv-s32-set,Inlined-Bytevector-Instructions.html#index-bv_002ds32_002dset
Inlined Bytevector Instructions,bv-s64-native-ref,Inlined-Bytevector-Instructions.html#index-bv_002ds64_002dnative_002dref
Inlined Bytevector Instructions,bv-s64-native-set,Inlined-Bytevector-Instructions.html#index-bv_002ds64_002dnative_002dset
Inlined Bytevector Instructions,bv-s64-ref,Inlined-Bytevector-Instructions.html#index-bv_002ds64_002dref
Inlined Bytevector Instructions,bv-s64-set,Inlined-Bytevector-Instructions.html#index-bv_002ds64_002dset
Inlined Bytevector Instructions,bv-s8-ref,Inlined-Bytevector-Instructions.html#index-bv_002ds8_002dref
Inlined Bytevector Instructions,bv-s8-set,Inlined-Bytevector-Instructions.html#index-bv_002ds8_002dset
Inlined Bytevector Instructions,bv-u16-native-ref,Inlined-Bytevector-Instructions.html#index-bv_002du16_002dnative_002dref
Inlined Bytevector Instructions,bv-u16-native-set,Inlined-Bytevector-Instructions.html#index-bv_002du16_002dnative_002dset
Inlined Bytevector Instructions,bv-u16-ref,Inlined-Bytevector-Instructions.html#index-bv_002du16_002dref
Inlined Bytevector Instructions,bv-u16-set,Inlined-Bytevector-Instructions.html#index-bv_002du16_002dset
Inlined Bytevector Instructions,bv-u32-native-ref,Inlined-Bytevector-Instructions.html#index-bv_002du32_002dnative_002dref
Inlined Bytevector Instructions,bv-u32-native-set,Inlined-Bytevector-Instructions.html#index-bv_002du32_002dnative_002dset
Inlined Bytevector Instructions,bv-u32-ref,Inlined-Bytevector-Instructions.html#index-bv_002du32_002dref
Inlined Bytevector Instructions,bv-u32-set,Inlined-Bytevector-Instructions.html#index-bv_002du32_002dset
Inlined Bytevector Instructions,bv-u64-native-ref,Inlined-Bytevector-Instructions.html#index-bv_002du64_002dnative_002dref
Inlined Bytevector Instructions,bv-u64-native-set,Inlined-Bytevector-Instructions.html#index-bv_002du64_002dnative_002dset
Inlined Bytevector Instructions,bv-u64-ref,Inlined-Bytevector-Instructions.html#index-bv_002du64_002dref
Inlined Bytevector Instructions,bv-u64-set,Inlined-Bytevector-Instructions.html#index-bv_002du64_002dset
Inlined Bytevector Instructions,bv-u8-ref,Inlined-Bytevector-Instructions.html#index-bv_002du8_002dref
Inlined Bytevector Instructions,bv-u8-set,Inlined-Bytevector-Instructions.html#index-bv_002du8_002dset
Bytecode and Objcode,bytecode->objcode,Bytecode-and-Objcode.html#index-bytecode_002d_003eobjcode
Void Pointers and Byte Access,bytevector->pointer,Void-Pointers-and-Byte-Access.html#index-bytevector_002d_003epointer
Bytevectors and Integer Lists,bytevector->sint-list,Bytevectors-and-Integer-Lists.html#index-bytevector_002d_003esint_002dlist
Representing Strings as Bytes,bytevector->string,Representing-Strings-as-Bytes.html#index-bytevector_002d_003estring
R6RS Transcoders,bytevector->string,R6RS-Transcoders.html#index-bytevector_002d_003estring-1
Bytevectors and Integer Lists,bytevector->u8-list,Bytevectors-and-Integer-Lists.html#index-bytevector_002d_003eu8_002dlist
Bytevectors and Integer Lists,bytevector->uint-list,Bytevectors-and-Integer-Lists.html#index-bytevector_002d_003euint_002dlist
Bytevector Manipulation,bytevector-copy,Bytevector-Manipulation.html#index-bytevector_002dcopy
Bytevector Manipulation,bytevector-copy!,Bytevector-Manipulation.html#index-bytevector_002dcopy_0021
Bytevector Manipulation,bytevector-fill!,Bytevector-Manipulation.html#index-bytevector_002dfill_0021
Bytevectors as Floats,bytevector-ieee-double-native-ref,Bytevectors-as-Floats.html#index-bytevector_002dieee_002ddouble_002dnative_002dref
Bytevectors as Floats,bytevector-ieee-double-native-set!,Bytevectors-as-Floats.html#index-bytevector_002dieee_002ddouble_002dnative_002dset_0021
Bytevectors as Floats,bytevector-ieee-double-ref,Bytevectors-as-Floats.html#index-bytevector_002dieee_002ddouble_002dref
Bytevectors as Floats,bytevector-ieee-double-set!,Bytevectors-as-Floats.html#index-bytevector_002dieee_002ddouble_002dset_0021
Bytevectors as Floats,bytevector-ieee-single-native-ref,Bytevectors-as-Floats.html#index-bytevector_002dieee_002dsingle_002dnative_002dref
Bytevectors as Floats,bytevector-ieee-single-native-set!,Bytevectors-as-Floats.html#index-bytevector_002dieee_002dsingle_002dnative_002dset_0021
Bytevectors as Floats,bytevector-ieee-single-ref,Bytevectors-as-Floats.html#index-bytevector_002dieee_002dsingle_002dref
Bytevectors as Floats,bytevector-ieee-single-set!,Bytevectors-as-Floats.html#index-bytevector_002dieee_002dsingle_002dset_0021
Bytevector Manipulation,bytevector-length,Bytevector-Manipulation.html#index-bytevector_002dlength
Bytevectors as Integers,bytevector-s16-native-ref,Bytevectors-as-Integers.html#index-bytevector_002ds16_002dnative_002dref
Bytevectors as Integers,bytevector-s16-native-set!,Bytevectors-as-Integers.html#index-bytevector_002ds16_002dnative_002dset_0021
Bytevectors as Integers,bytevector-s16-ref,Bytevectors-as-Integers.html#index-bytevector_002ds16_002dref
Bytevectors as Integers,bytevector-s16-set!,Bytevectors-as-Integers.html#index-bytevector_002ds16_002dset_0021
Bytevectors as Integers,bytevector-s32-native-ref,Bytevectors-as-Integers.html#index-bytevector_002ds32_002dnative_002dref
Bytevectors as Integers,bytevector-s32-native-set!,Bytevectors-as-Integers.html#index-bytevector_002ds32_002dnative_002dset_0021
Bytevectors as Integers,bytevector-s32-ref,Bytevectors-as-Integers.html#index-bytevector_002ds32_002dref
Bytevectors as Integers,bytevector-s32-set!,Bytevectors-as-Integers.html#index-bytevector_002ds32_002dset_0021
Bytevectors as Integers,bytevector-s64-native-ref,Bytevectors-as-Integers.html#index-bytevector_002ds64_002dnative_002dref
Bytevectors as Integers,bytevector-s64-native-set!,Bytevectors-as-Integers.html#index-bytevector_002ds64_002dnative_002dset_0021
Bytevectors as Integers,bytevector-s64-ref,Bytevectors-as-Integers.html#index-bytevector_002ds64_002dref
Bytevectors as Integers,bytevector-s64-set!,Bytevectors-as-Integers.html#index-bytevector_002ds64_002dset_0021
Bytevectors as Integers,bytevector-s8-ref,Bytevectors-as-Integers.html#index-bytevector_002ds8_002dref
Bytevectors as Integers,bytevector-s8-set!,Bytevectors-as-Integers.html#index-bytevector_002ds8_002dset_0021
Bytevectors as Integers,bytevector-sint-ref,Bytevectors-as-Integers.html#index-bytevector_002dsint_002dref
Bytevectors as Integers,bytevector-sint-set!,Bytevectors-as-Integers.html#index-bytevector_002dsint_002dset_0021
Bytevectors as Integers,bytevector-u16-native-ref,Bytevectors-as-Integers.html#index-bytevector_002du16_002dnative_002dref
Bytevectors as Integers,bytevector-u16-native-set!,Bytevectors-as-Integers.html#index-bytevector_002du16_002dnative_002dset_0021
Bytevectors as Integers,bytevector-u16-ref,Bytevectors-as-Integers.html#index-bytevector_002du16_002dref
Bytevectors as Integers,bytevector-u16-set!,Bytevectors-as-Integers.html#index-bytevector_002du16_002dset_0021
Bytevectors as Integers,bytevector-u32-native-ref,Bytevectors-as-Integers.html#index-bytevector_002du32_002dnative_002dref
Bytevectors as Integers,bytevector-u32-native-set!,Bytevectors-as-Integers.html#index-bytevector_002du32_002dnative_002dset_0021
Bytevectors as Integers,bytevector-u32-ref,Bytevectors-as-Integers.html#index-bytevector_002du32_002dref
Bytevectors as Integers,bytevector-u32-set!,Bytevectors-as-Integers.html#index-bytevector_002du32_002dset_0021
Bytevectors as Integers,bytevector-u64-native-ref,Bytevectors-as-Integers.html#index-bytevector_002du64_002dnative_002dref
Bytevectors as Integers,bytevector-u64-native-set!,Bytevectors-as-Integers.html#index-bytevector_002du64_002dnative_002dset_0021
Bytevectors as Integers,bytevector-u64-ref,Bytevectors-as-Integers.html#index-bytevector_002du64_002dref
Bytevectors as Integers,bytevector-u64-set!,Bytevectors-as-Integers.html#index-bytevector_002du64_002dset_0021
Bytevectors as Integers,bytevector-u8-ref,Bytevectors-as-Integers.html#index-bytevector_002du8_002dref
Bytevectors as Integers,bytevector-u8-set!,Bytevectors-as-Integers.html#index-bytevector_002du8_002dset_0021
Bytevectors as Integers,bytevector-uint-ref,Bytevectors-as-Integers.html#index-bytevector_002duint_002dref
Bytevectors as Integers,bytevector-uint-set!,Bytevectors-as-Integers.html#index-bytevector_002duint_002dset_0021
Bytevector Manipulation,bytevector=?,Bytevector-Manipulation.html#index-bytevector_003d_003f
Bytevector Manipulation,bytevector?,Bytevector-Manipulation.html#index-bytevector_003f
SRFI-4 API,c32vector,SRFI_002d4-API.html#index-c32vector
SRFI-4 API,c32vector->list,SRFI_002d4-API.html#index-c32vector_002d_003elist
SRFI-4 API,c32vector-length,SRFI_002d4-API.html#index-c32vector_002dlength
SRFI-4 API,c32vector-ref,SRFI_002d4-API.html#index-c32vector_002dref
SRFI-4 API,c32vector-set!,SRFI_002d4-API.html#index-c32vector_002dset_0021
SRFI-4 API,c32vector?,SRFI_002d4-API.html#index-c32vector_003f
SRFI-4 API,c64vector,SRFI_002d4-API.html#index-c64vector
SRFI-4 API,c64vector->list,SRFI_002d4-API.html#index-c64vector_002d_003elist
SRFI-4 API,c64vector-length,SRFI_002d4-API.html#index-c64vector_002dlength
SRFI-4 API,c64vector-ref,SRFI_002d4-API.html#index-c64vector_002dref
SRFI-4 API,c64vector-set!,SRFI_002d4-API.html#index-c64vector_002dset_0021
SRFI-4 API,c64vector?,SRFI_002d4-API.html#index-c64vector_003f
Pairs,caaaar,Pairs.html#index-caaaar
rnrs base,caaaar,rnrs-base.html#index-caaaar-1
Pairs,caaadr,Pairs.html#index-caaadr
rnrs base,caaadr,rnrs-base.html#index-caaadr-1
Pairs,caaar,Pairs.html#index-caaar
rnrs base,caaar,rnrs-base.html#index-caaar-1
Pairs,caadar,Pairs.html#index-caadar
rnrs base,caadar,rnrs-base.html#index-caadar-1
Pairs,caaddr,Pairs.html#index-caaddr
rnrs base,caaddr,rnrs-base.html#index-caaddr-1
Pairs,caadr,Pairs.html#index-caadr
rnrs base,caadr,rnrs-base.html#index-caadr-1
Pairs,caar,Pairs.html#index-caar
rnrs base,caar,rnrs-base.html#index-caar-1
Pairs,cadaar,Pairs.html#index-cadaar
rnrs base,cadaar,rnrs-base.html#index-cadaar-1
Pairs,cadadr,Pairs.html#index-cadadr
rnrs base,cadadr,rnrs-base.html#index-cadadr-1
Pairs,cadar,Pairs.html#index-cadar
rnrs base,cadar,rnrs-base.html#index-cadar-1
Pairs,caddar,Pairs.html#index-caddar
rnrs base,caddar,rnrs-base.html#index-caddar-1
Pairs,cadddr,Pairs.html#index-cadddr
rnrs base,cadddr,rnrs-base.html#index-cadddr-1
Pairs,caddr,Pairs.html#index-caddr
rnrs base,caddr,rnrs-base.html#index-caddr-1
Pairs,cadr,Pairs.html#index-cadr
rnrs base,cadr,rnrs-base.html#index-cadr-1
Procedure Call and Return Instructions,call,Procedure-Call-and-Return-Instructions.html#index-call
System asyncs,call-with-blocked-asyncs,System-asyncs.html#index-call_002dwith_002dblocked_002dasyncs
Continuations,call-with-current-continuation,Continuations.html#index-call_002dwith_002dcurrent_002dcontinuation
rnrs base,call-with-current-continuation,rnrs-base.html#index-call_002dwith_002dcurrent_002dcontinuation-1
Pre-Unwind Debugging,call-with-error-handling,Pre_002dUnwind-Debugging.html#index-call_002dwith_002derror_002dhandling
Prompt Primitives,call-with-escape-continuation,Prompt-Primitives.html#index-call_002dwith_002descape_002dcontinuation
texinfo,call-with-file-and-dir,texinfo.html#index-call_002dwith_002dfile_002dand_002ddir
File Ports,call-with-input-file,File-Ports.html#index-call_002dwith_002dinput_002dfile
rnrs io simple,call-with-input-file,rnrs-io-simple.html#index-call_002dwith_002dinput_002dfile-1
String Ports,call-with-input-string,String-Ports.html#index-call_002dwith_002dinput_002dstring
Threads,call-with-new-thread,Threads.html#index-call_002dwith_002dnew_002dthread
Representing Strings as Bytes,call-with-output-encoded-string,Representing-Strings-as-Bytes.html#index-call_002dwith_002doutput_002dencoded_002dstring
File Ports,call-with-output-file,File-Ports.html#index-call_002dwith_002doutput_002dfile
rnrs io simple,call-with-output-file,rnrs-io-simple.html#index-call_002dwith_002doutput_002dfile-1
String Ports,call-with-output-string,String-Ports.html#index-call_002dwith_002doutput_002dstring
R6RS Port Manipulation,call-with-port,R6RS-Port-Manipulation.html#index-call_002dwith_002dport
Prompt Primitives,call-with-prompt,Prompt-Primitives.html#index-call_002dwith_002dprompt
Tracing Traps,call-with-trace,Tracing-Traps.html#index-call_002dwith_002dtrace
System asyncs,call-with-unblocked-asyncs,System-asyncs.html#index-call_002dwith_002dunblocked_002dasyncs
Multiple Values,call-with-values,Multiple-Values.html#index-call_002dwith_002dvalues
rnrs base,call-with-values,rnrs-base.html#index-call_002dwith_002dvalues-1
Continuations,call/cc,Continuations.html#index-call_002fcc
rnrs base,call/cc,rnrs-base.html#index-call_002fcc-1
Procedure Call and Return Instructions,call/cc,Procedure-Call-and-Return-Instructions.html#index-call_002fcc-2
Prompt Primitives,call/ec,Prompt-Primitives.html#index-call_002fec
Procedure Call and Return Instructions,call/nargs,Procedure-Call-and-Return-Instructions.html#index-call_002fnargs
Threads,cancel-thread,Threads.html#index-cancel_002dthread
Pairs,car,Pairs.html#index-car
rnrs base,car,rnrs-base.html#index-car-1
Inlined Scheme Instructions,car,Inlined-Scheme-Instructions.html#index-car-2
SRFI-1 Selectors,car+cdr,SRFI_002d1-Selectors.html#index-car_002bcdr
Conditionals,case,Conditionals.html#index-case-1
rnrs base,case,rnrs-base.html#index-case-2
Case-lambda,case-lambda,Case_002dlambda.html#index-case_002dlambda
rnrs control,case-lambda,rnrs-control.html#index-case_002dlambda-1
Case-lambda,case-lambda*,Case_002dlambda.html#index-case_002dlambda_002a
Catch,catch,Catch.html#index-catch
Processes,cd,Processes.html#index-cd
Pairs,cdaaar,Pairs.html#index-cdaaar
rnrs base,cdaaar,rnrs-base.html#index-cdaaar-1
Pairs,cdaadr,Pairs.html#index-cdaadr
rnrs base,cdaadr,rnrs-base.html#index-cdaadr-1
Pairs,cdaar,Pairs.html#index-cdaar
rnrs base,cdaar,rnrs-base.html#index-cdaar-1
Pairs,cdadar,Pairs.html#index-cdadar
rnrs base,cdadar,rnrs-base.html#index-cdadar-1
Pairs,cdaddr,Pairs.html#index-cdaddr
rnrs base,cdaddr,rnrs-base.html#index-cdaddr-1
Pairs,cdadr,Pairs.html#index-cdadr
rnrs base,cdadr,rnrs-base.html#index-cdadr-1
Pairs,cdar,Pairs.html#index-cdar
rnrs base,cdar,rnrs-base.html#index-cdar-1
Pairs,cddaar,Pairs.html#index-cddaar
rnrs base,cddaar,rnrs-base.html#index-cddaar-1
Pairs,cddadr,Pairs.html#index-cddadr
rnrs base,cddadr,rnrs-base.html#index-cddadr-1
Pairs,cddar,Pairs.html#index-cddar
rnrs base,cddar,rnrs-base.html#index-cddar-1
Pairs,cdddar,Pairs.html#index-cdddar
rnrs base,cdddar,rnrs-base.html#index-cdddar-1
Pairs,cddddr,Pairs.html#index-cddddr
rnrs base,cddddr,rnrs-base.html#index-cddddr-1
Pairs,cdddr,Pairs.html#index-cdddr
rnrs base,cdddr,rnrs-base.html#index-cdddr-1
Pairs,cddr,Pairs.html#index-cddr
rnrs base,cddr,rnrs-base.html#index-cddr-1
Pairs,cdr,Pairs.html#index-cdr
rnrs base,cdr,rnrs-base.html#index-cdr-1
Inlined Scheme Instructions,cdr,Inlined-Scheme-Instructions.html#index-cdr-2
Arithmetic,ceiling,Arithmetic.html#index-ceiling
rnrs base,ceiling,rnrs-base.html#index-ceiling-1
Arithmetic,ceiling-quotient,Arithmetic.html#index-ceiling_002dquotient
Arithmetic,ceiling-remainder,Arithmetic.html#index-ceiling_002dremainder
Arithmetic,ceiling/,Arithmetic.html#index-ceiling_002f
texinfo string-utils,center-string,texinfo-string_002dutils.html#index-center_002dstring
Arithmetic,centered-quotient,Arithmetic.html#index-centered_002dquotient
Arithmetic,centered-remainder,Arithmetic.html#index-centered_002dremainder
Arithmetic,centered/,Arithmetic.html#index-centered_002f
Changing the Class of an Instance,change-class,Changing-the-Class-of-an-Instance.html#index-change_002dclass
Changing the Class of an Instance,change-class,Changing-the-Class-of-an-Instance.html#index-change_002dclass-1
Characters,char->integer,Characters.html#index-char_002d_003einteger
rnrs base,char->integer,rnrs-base.html#index-char_002d_003einteger-1
Characters,char-alphabetic?,Characters.html#index-char_002dalphabetic_003f
rnrs unicode,char-alphabetic?,rnrs-unicode.html#index-char_002dalphabetic_003f-1
Characters,char-ci<=?,Characters.html#index-char_002dci_003c_003d_003f
rnrs unicode,char-ci<=?,rnrs-unicode.html#index-char_002dci_003c_003d_003f-1
Characters,char-ci<?,Characters.html#index-char_002dci_003c_003f
rnrs unicode,char-ci<?,rnrs-unicode.html#index-char_002dci_003c_003f-1
Characters,char-ci=?,Characters.html#index-char_002dci_003d_003f
rnrs unicode,char-ci=?,rnrs-unicode.html#index-char_002dci_003d_003f-1
Characters,char-ci>=?,Characters.html#index-char_002dci_003e_003d_003f
